"","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm","brand","car_type","age"
"3350",2012,287,120,"Diesel","Individual","Manual","First Owner",21.12,1248,88.8,5,200,3000,"Tata","Small",9
"3351",2016,550,45,"Petrol","Individual","Manual","First Owner",21.4,1197,83.1,5,115,4000,"Maruti","Small",5
"3352",2016,950,60,"Diesel","Individual","Manual","Third Owner",15.4,1997,120,7,280,2800,"Mahindra","Medium",5
"3353",2019,1630,25,"Diesel","Individual","Manual","First Owner",17,1956,138.1,5,350,2500,"Tata","Small",2
"3354",2015,501,80,"Diesel","Individual","Manual","Second Owner",25.01,1498,89.75,5,204,2750,"Ford","Small",6
"3355",2014,550,70,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",7
"3356",2016,300,25,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",5
"3357",2015,300,50,"Petrol","Individual","Manual","Third Owner",20.51,998,67.04,5,90,3500,"Maruti","Small",6
"3358",2012,280,100,"Diesel","Individual","Manual","Second Owner",20.666,1280.85,76.566,5,124.2,2855,"Toyota","Small",9
"3359",2015,416,40,"Petrol","Individual","Automatic","First Owner",17.01,1499,110.4,5,136,4250,"Ford","Small",6
"3360",2018,260,30,"Petrol","Individual","Manual","First Owner",16.8,796,34.2,8,59,2500,"Maruti","Medium",3
"3361",2016,550,15,"Petrol","Individual","Manual","First Owner",18.2,1199,82.4,5,108,5000,"Chevrolet","Small",5
"3362",2012,700,100,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",9
"3363",2011,181,70,"Petrol","Individual","Manual","First Owner",15.64,1193,64.1,5,100,2700,"Tata","Small",10
"3364",2009,365,110,"Diesel","Individual","Automatic","Second Owner",11.79,2179,120,8,290,2800,"Mahindra","Medium",12
"3365",2006,150,9.56,"Petrol","Individual","Manual","First Owner",17.127,1002,57.785,4.75,64.95,3010,"Hyundai","Small",15
"3366",2017,400,10,"Petrol","Individual","Automatic","First Owner",23.95,998,67.1,5,90,3500,"Maruti","Small",4
"3367",2010,210,110,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",11
"3368",2013,500,87,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",8
"3369",2017,2711,9,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,430,2500,"Jaguar","Small",4
"3370",2019,5150,20,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,202,5200,"Lexus","Small",2
"3371",2017,3200,45,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,430,2500,"Jaguar","Small",4
"3372",2015,503,110,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,320,3000,"Tata","Medium",6
"3373",2019,3800,20,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,400,400,"Volvo","Small",2
"3374",2016,2000,68.09,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,213,4500,"Toyota","Small",5
"3375",2013,225,58.34,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,90,3500,"Maruti","Small",8
"3376",2018,740,38.82,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,190,2000,"Maruti","Small",3
"3377",2016,550,56.49,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,110,4800,"Honda","Small",5
"3378",2013,750,79.33,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,200,3600,"Toyota","Medium",8
"3379",2019,650,5.62,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",2
"3380",2017,625,25.54,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,132,3000,"Toyota","Small",4
"3381",2018,600,69.78,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",3
"3382",2017,450,56.29,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,190,2250,"Hyundai","Small",4
"3383",2019,5400,7.5,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,400,2500,"BMW","Small",2
"3384",2019,5500,8.5,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,400,2500,"BMW","Small",2
"3385",2019,779,7.03,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,110,4800,"Honda","Small",2
"3386",2016,645,11,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,153,3800,"Skoda","Small",5
"3387",2018,2475,2,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,350,2750,"Volvo","Small",3
"3388",2017,735,70,"Diesel","Individual","Manual","First Owner",27.39,1248,74,5,190,2000,"Maruti","Small",4
"3389",2017,550,120,"Petrol","Individual","Manual","First Owner",17.57,1193,88.7,5,140,4000,"Tata","Small",4
"3390",2013,510,148,"Diesel","Individual","Manual","First Owner",20.77,1248,88.8,7,200,1750,"Maruti","Medium",8
"3391",2013,460,60,"Diesel","Individual","Manual","Second Owner",21.27,1396,88.76,5,219,2750,"Hyundai","Small",8
"3392",2015,310,18,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",6
"3393",2018,775,80,"Diesel","Individual","Manual","First Owner",22.95,1248,74,5,190,3000,"Tata","Small",3
"3394",2004,105,96,"Petrol","Individual","Manual","Third Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",17
"3395",2015,430,97,"Diesel","Individual","Manual","Second Owner",25.8,1498,98.6,5,200,1750,"Honda","Small",6
"3396",2013,360,210,"Diesel","Individual","Manual","Third Owner",21.9,1396,88.76,5,219,2750,"Hyundai","Small",8
"3397",2012,400,60,"Diesel","Individual","Manual","Third Owner",20.5,1598,105,5,250,2500,"Volkswagen","Small",9
"3398",2014,600,90,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,190,2000,"Maruti","Small",7
"3399",2019,580,35,"Petrol","Individual","Manual","First Owner",17.5,1199,88.7,5,110,4800,"Honda","Small",2
"3400",2012,140,120,"Diesel","Individual","Manual","Second Owner",21.03,1461,65,5,160,2000,"Mahindra","Small",9
"3401",2008,210,100,"Diesel","Individual","Manual","First Owner",19.61,1405,70,5,135,2500,"Tata","Small",13
"3402",2017,550,20,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",4
"3403",2013,120,110,"Petrol","Individual","Manual","Second Owner",18.2,1199,84.8,5,113,5000,"Chevrolet","Small",8
"3404",2013,400,35,"Diesel","Individual","Manual","First Owner",12.99,2494,100.6,7,200,3400,"Toyota","Medium",8
"3405",2018,1035,15,"Diesel","Individual","Manual","First Owner",25.5,1498,98.6,5,200,1750,"Honda","Small",3
"3406",2015,625,90,"Diesel","Individual","Manual","First Owner",26.21,1248,88.5,5,200,1750,"Maruti","Small",6
"3407",2008,200,40,"Petrol","Individual","Manual","First Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",13
"3408",2013,316,140,"Diesel","Individual","Manual","First Owner",21.02,1248,88.76,5,200,3000,"Tata","Small",8
"3409",2017,813,110,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,200,1750,"Maruti","Small",4
"3410",2016,1575,55,"Diesel","Individual","Automatic","First Owner",11.36,2755,171.5,7,360,3400,"Toyota","Medium",5
"3411",2013,900,73,"Diesel","Individual","Manual","First Owner",12.99,2494,100,8,200,3400,"Toyota","Medium",8
"3412",2015,650,100,"Diesel","Individual","Manual","First Owner",20.77,1248,88.76,7,200,1750,"Maruti","Medium",6
"3413",2015,460,32,"Diesel","Individual","Manual","Second Owner",25.83,1498,99,5,215,3000,"Ford","Small",6
"3414",2012,290,112.07,"Diesel","Individual","Manual","First Owner",21.64,1461,84.8,5,200,2000,"Nissan","Small",9
"3415",2014,400,30,"Diesel","Individual","Manual","First Owner",20,1399,68.05,5,160,2000,"Ford","Small",7
"3416",2016,565,70,"Diesel","Individual","Manual","Second Owner",25.2,1248,74,5,190,2000,"Maruti","Small",5
"3417",2011,2150,50,"Diesel","Individual","Manual","Second Owner",13.7375,2352.75,200.7765,5.1,439.05,2372.5,"Volkswagen","Medium",10
"3418",2009,150,80,"Petrol","Individual","Manual","Second Owner",18,995,62,5,90,4200,"Chevrolet","Small",12
"3419",2007,480,110,"Diesel","Individual","Automatic","Fourth & Above Owner",16.07,1995,181,5,380,3000,"BMW","Small",14
"3420",2007,70,80,"Petrol","Individual","Manual","Second Owner",18.2,1061,64,5,84,3500,"Maruti","Small",14
"3421",2007,70,80,"Petrol","Individual","Manual","Second Owner",18.2,1061,64,5,84,3500,"Maruti","Small",14
"3422",2011,1190,80,"Petrol","Individual","Automatic","Second Owner",10.93,2497,204,5,245,5000,"Mercedes-Benz","Small",10
"3423",2006,140,100,"Petrol","Individual","Manual","Second Owner",16.51,1331.9,78.18,5.25,61.05,3340,"Hyundai","Medium",15
"3424",2018,900,19,"Diesel","Individual","Manual","First Owner",23,1498,98.96,5,205,3250,"Ford","Small",3
"3425",2015,600,40,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",6
"3426",2015,1100,52.27,"Diesel","Individual","Manual","First Owner",15.4,2179,120,7,280,2800,"Mahindra","Medium",6
"3427",2009,120,140,"Petrol","Individual","Manual","First Owner",17.2445,1430.15,82.024,5.3,161.9,2727.5,"Maruti","Medium",12
"3428",2010,120,170,"Petrol","Individual","Manual","Second Owner",18.1045,1409.75,76.305,5.35,142.25,2585,"Maruti","Medium",11
"3429",2009,230,60,"Petrol","Individual","Manual","Third Owner",18.5,1197,80,5,11,4000,"Hyundai","Small",12
"3430",2017,570,15.78,"Petrol","Individual","Manual","First Owner",17.8,1198,86.7,5,109,4500,"Honda","Small",4
"3431",2014,575,106,"Diesel","Individual","Manual","First Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",7
"3432",2012,280,80,"Diesel","Individual","Manual","Third Owner",20.54,1598,103.6,5,250,2500,"Volkswagen","Small",9
"3433",2015,580,74,"Diesel","Individual","Manual","Second Owner",21.19,1396,88.73,5,219,2750,"Hyundai","Small",6
"3434",2018,875,35,"Diesel","Individual","Manual","Second Owner",25.47,1248,88.5,7,200,1750,"Maruti","Medium",3
"3435",2013,500,70,"Diesel","Individual","Manual","Third Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",8
"3436",2015,700,60,"Diesel","Individual","Manual","First Owner",26.21,1248,88.5,5,200,1750,"Maruti","Small",6
"3437",2016,388,50,"Petrol","Individual","Manual","Second Owner",18.16,1196,86.8,5,112,4000,"Ford","Small",5
"3438",2011,225,80,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",10
"3439",2011,90,90,"Petrol","Individual","Manual","Second Owner",15.64,1193,64.08,5,100,2700,"Tata","Small",10
"3440",2014,600,114,"Diesel","Individual","Manual","First Owner",19.01,1461,108.45,5,248,2250,"Renault","Small",7
"3441",2009,235,100,"Petrol","Individual","Manual","First Owner",18.5,1197,80,5,11,4000,"Hyundai","Small",12
"3442",2011,350,100,"Diesel","Individual","Manual","Second Owner",23,1396,90,5,22,2750,"Hyundai","Small",10
"3443",2011,235,80,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",10
"3444",2010,190,35,"Petrol","Individual","Manual","First Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",11
"3445",2011,325,79,"Diesel","Individual","Manual","First Owner",21.12,1248,88.8,5,200,3000,"Tata","Small",10
"3446",2007,550,2360.46,"Petrol","Individual","Manual","Second Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",14
"3447",2011,300,120,"Diesel","Individual","Manual","Third Owner",20.54,1598,103.6,5,250,2500,"Volkswagen","Small",10
"3448",2017,550,10,"Petrol","Individual","Manual","First Owner",20.3,1199,84,5,114,3500,"Tata","Small",4
"3449",2013,720,150,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",8
"3450",2011,110,110,"Petrol","Individual","Manual","First Owner",18.06,1198,75,5,104,4000,"Nissan","Small",10
"3451",2018,310,10,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,69,3500,"Maruti","Small",3
"3452",2012,260,46,"Diesel","Individual","Manual","First Owner",19.4,1405,70,5,135,2500,"Tata","Small",9
"3453",2002,55,120,"Petrol","Individual","Manual","Fourth & Above Owner",13.2,1495,94,5,12,3500,"Hyundai","Small",19
"3454",2013,450,108.8,"Diesel","Individual","Manual","Third Owner",22.9,1248,74,5,190,2000,"Maruti","Small",8
"3455",2009,199,70,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",12
"3456",2018,1000,35,"Diesel","Individual","Manual","First Owner",15.4,2523,75,7,200,2200,"Mahindra","Medium",3
"3457",2011,240,72,"Diesel","Individual","Manual","First Owner",20,1399,68,5,160,2000,"Ford","Small",10
"3458",2018,350,40,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",3
"3459",2014,530,120,"Diesel","Individual","Manual","Third Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",7
"3460",2011,150,35,"Petrol","Individual","Manual","First Owner",18,995,62,5,90,4200,"Chevrolet","Small",10
"3461",2019,625,12.5,"Petrol","Individual","Manual","First Owner",18.6,1197,81.86,5,117,4000,"Hyundai","Small",2
"3462",2014,378,80,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",7
"3463",2015,210,210,"Petrol","Individual","Manual","Second Owner",25.17,799,53.3,5,72,4386,"Renault","Small",6
"3464",2018,700,100,"Diesel","Individual","Manual","Second Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",3
"3465",2011,156,110,"Petrol","Individual","Manual","Second Owner",17.92,1086,62.1,5,96,3000,"Hyundai","Small",10
"3466",2016,700,103,"Diesel","Individual","Manual","First Owner",16.5,1493,70,7,195,2200,"Mahindra","Medium",5
"3467",2010,194,577.41,"Petrol","Individual","Manual","Second Owner",18.9,1061,67,5,84,3500,"Maruti","Small",11
"3468",2006,120,100,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,62,3000,"Maruti","Small",15
"3469",2015,415,45,"Petrol","Individual","Automatic","First Owner",15.5,1198,86.7,5,109,4500,"Honda","Small",6
"3470",2015,450,45,"Petrol","Individual","Automatic","First Owner",15.5,1198,86.7,5,109,4500,"Honda","Small",6
"3471",2014,325,40,"Petrol","Individual","Manual","Third Owner",19.4,1198,86.8,5,109,4500,"Honda","Small",7
"3472",2014,525,200,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,9,195,2200,"Mahindra","Large",7
"3473",2017,265,100,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",4
"3474",2008,100,120,"Petrol","Individual","Manual","Second Owner",19.7,796,35,8,6,3000,"Maruti","Medium",13
"3475",2017,2711,9,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,430,2500,"Jaguar","Small",4
"3476",2019,5150,20,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,202,5200,"Lexus","Small",2
"3477",2017,3200,45,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,430,2500,"Jaguar","Small",4
"3478",2015,503,110,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,320,3000,"Tata","Medium",6
"3479",2019,3800,20,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,400,400,"Volvo","Small",2
"3480",2016,2000,68.09,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,213,4500,"Toyota","Small",5
"3481",2013,225,58.34,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,90,3500,"Maruti","Small",8
"3482",2018,740,38.82,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,190,2000,"Maruti","Small",3
"3483",2016,550,56.49,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,110,4800,"Honda","Small",5
"3484",2013,750,79.33,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,200,3600,"Toyota","Medium",8
"3485",2019,650,5.62,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",2
"3486",2017,625,25.54,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,132,3000,"Toyota","Small",4
"3487",2018,600,69.78,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",3
"3488",2017,450,56.29,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,190,2250,"Hyundai","Small",4
"3489",2019,5400,7.5,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,400,2500,"BMW","Small",2
"3490",2019,5500,8.5,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,400,2500,"BMW","Small",2
"3491",2019,779,7.03,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,110,4800,"Honda","Small",2
"3492",2016,645,11,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,153,3800,"Skoda","Small",5
"3493",2018,2475,2,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,350,2750,"Volvo","Small",3
"3494",2015,400,100,"Diesel","Individual","Manual","First Owner",23,1248,88.7,5,200,3000,"Tata","Small",6
"3495",2013,345,40,"Diesel","Individual","Manual","First Owner",21.9,1396,88.8,5,219,2750,"Hyundai","Small",8
"3496",2018,850,15,"Diesel","Individual","Manual","Second Owner",16.55,2498,105,6,247,2000,"Mahindra","Medium",3
"3497",2018,620,15,"Petrol","Individual","Automatic","First Owner",20.89,1197,81.8,5,113,4200,"Maruti","Small",3
"3498",2018,700,10,"Petrol","Individual","Manual","Second Owner",21.4,1197,83.1,5,115,4000,"Maruti","Small",3
"3499",2012,200,90,"Diesel","Individual","Manual","First Owner",22.3,1248,74,5,190,3000,"Tata","Small",9
"3500",2017,660,80,"Diesel","Individual","Manual","First Owner",16.5,1493,70,7,195,2200,"Mahindra","Medium",4
"3501",2015,1700,39,"Diesel","Individual","Manual","First Owner",13.5,2477,175.56,7,400,2500,"Mitsubishi","Medium",6
"3502",2009,90,60,"Diesel","Individual","Manual","Second Owner",17.88,1396,52.8,5,85,2500,"Tata","Small",12
"3503",2015,1050,28,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",6
"3504",2010,160,90,"Petrol","Individual","Manual","Second Owner",15.6,1196,70,5,102,4000,"Ford","Small",11
"3505",2006,150,80,"Petrol","Individual","Manual","Third Owner",13.5,1799,130,5,172,4300,"Honda","Small",15
"3506",2010,200,35,"Petrol","Individual","Manual","First Owner",19,998,67.1,5,90,3500,"Maruti","Small",11
"3507",2011,365,185,"Diesel","Individual","Manual","Second Owner",21.43,1364,87.2,5,205,2800,"Toyota","Small",10
"3508",2009,140,110,"Petrol","Individual","Manual","Second Owner",15.7,1172,67,5,96,2500,"Fiat","Small",12
"3509",2016,360,100,"Diesel","Individual","Manual","First Owner",20.5,1248,91.72,5,209,2000,"Fiat","Small",5
"3510",2008,200,110,"Petrol","Individual","Manual","Second Owner",17.7,1497,78,5,12,2700,"Honda","Small",13
"3511",2010,250,100,"Diesel","Individual","Manual","Second Owner",17.5,1896,106,5,25,1900,"Skoda","Small",11
"3512",2008,230,110,"Diesel","Individual","Manual","Second Owner",17.5,1896,106,5,25,1900,"Skoda","Small",13
"3513",2011,320,130,"Diesel","Individual","Manual","Second Owner",17.8,1399,68,5,16,2000,"Ford","Small",10
"3514",2003,85,68.3,"Petrol","Individual","Manual","Third Owner",16.89,1080.55,61.525,4.75,93.6,3082.5,"Hyundai","Small",18
"3515",2018,1200,27,"Petrol","Individual","Manual","First Owner",15.8,1591,121.3,5,151,4850,"Hyundai","Small",3
"3516",2018,740,9,"Petrol","Individual","Automatic","First Owner",21.4,1197,83.1,5,115,4000,"Maruti","Small",3
"3517",2013,345,40,"Diesel","Individual","Manual","First Owner",21.9,1396,88.8,5,219,2750,"Hyundai","Small",8
"3518",2019,570,19,"Petrol","Individual","Automatic","Second Owner",20.89,1197,81.8,5,113,4200,"Maruti","Small",2
"3519",2019,490,10,"Petrol","Individual","Manual","First Owner",20.52,1197,81.8,5,113,4200,"Maruti","Small",2
"3520",2013,250,100,"Diesel","Individual","Manual","First Owner",23.57,1396,70,5,140,3000,"Tata","Small",8
"3521",2017,430,20,"Petrol","Individual","Automatic","First Owner",20.51,998,67,5,90,3500,"Maruti","Small",4
"3522",2014,225,35,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",7
"3523",2018,850,15,"Diesel","Individual","Manual","Second Owner",16.55,2498,105,6,247,2000,"Mahindra","Medium",3
"3524",2018,620,15,"Petrol","Individual","Automatic","First Owner",20.89,1197,81.8,5,113,4200,"Maruti","Small",3
"3525",2014,440,70,"Diesel","Individual","Manual","Second Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",7
"3526",2016,800,70,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,200,1750,"Maruti","Small",5
"3527",2018,700,10,"Petrol","Individual","Manual","Second Owner",21.4,1197,83.1,5,115,4000,"Maruti","Small",3
"3528",2016,600,47,"Diesel","Individual","Manual","First Owner",25.2,1248,74,5,190,2000,"Maruti","Small",5
"3529",2012,200,90,"Diesel","Individual","Manual","First Owner",22.3,1248,74,5,190,3000,"Tata","Small",9
"3530",2017,660,80,"Diesel","Individual","Manual","First Owner",16.5,1493,70,7,195,2200,"Mahindra","Medium",4
"3531",2015,1700,39,"Diesel","Individual","Manual","First Owner",13.5,2477,175.56,7,400,2500,"Mitsubishi","Medium",6
"3532",2015,450,53,"Diesel","Individual","Manual","First Owner",24,1120,70,5,160,2750,"Hyundai","Small",6
"3533",2013,420,105,"Diesel","Individual","Manual","Second Owner",23.4,1248,74,5,190,2000,"Maruti","Small",8
"3534",2011,500,121.94,"Diesel","Dealer","Manual","First Owner",12.8,2494,102,8,20,3400,"Toyota","Medium",10
"3535",2016,350,15,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",5
"3536",2014,280,100,"Diesel","Individual","Manual","First Owner",14,2489,95,8,220,2600,"Mahindra","Medium",7
"3537",2013,425,152.19,"Diesel","Dealer","Manual","Second Owner",20.45,1461,83.8,5,200,1900,"Renault","Small",8
"3538",2013,295,82.25,"Petrol","Dealer","Manual","First Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",8
"3539",2016,540,20,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,113,4200,"Maruti","Small",5
"3540",2017,754,40,"Diesel","Individual","Manual","First Owner",28.4,1248,74.02,5,190,2000,"Maruti","Small",4
"3541",2011,650,89.58,"Diesel","Dealer","Manual","Second Owner",12.8,2494,102,8,20,3400,"Toyota","Medium",10
"3542",2011,550,250,"Diesel","Individual","Manual","Second Owner",12.8,2494,102,7,20,3400,"Toyota","Medium",10
"3543",2011,550,250,"Diesel","Individual","Manual","Second Owner",12.8,2494,102,7,20,3400,"Toyota","Medium",10
"3544",2019,675,2.79,"Petrol","Dealer","Manual","First Owner",18.16,1196,86.8,5,112,4000,"Ford","Small",2
"3545",2018,700,35.28,"Diesel","Dealer","Manual","First Owner",23.8,1499,98.97,5,215,2500,"Ford","Small",3
"3546",2018,795,2.86,"Diesel","Dealer","Manual","First Owner",23.8,1499,98.97,5,215,2500,"Ford","Small",3
"3547",2010,515,200,"Diesel","Individual","Manual","First Owner",12.8,2494,102,7,20,3400,"Toyota","Medium",11
"3548",2018,450,20,"Petrol","Individual","Manual","First Owner",18.15,1198,82,6,115,3600,"Mahindra","Medium",3
"3549",2008,155,60,"Petrol","Individual","Manual","Third Owner",15,1086,66.6,5,10,3200,"Hyundai","Small",13
"3550",2011,350,100,"Diesel","Individual","Manual","Second Owner",23.59,1364,67.1,5,170,2400,"Toyota","Small",10
"3551",2011,250,78.56,"Diesel","Dealer","Manual","First Owner",20,1399,68,5,160,2000,"Ford","Small",10
"3552",2011,450,96,"Diesel","Individual","Manual","Fourth & Above Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",10
"3553",2011,450,96,"Diesel","Individual","Manual","Fourth & Above Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",10
"3554",2003,55.6,36.09,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,59,2500,"Maruti","Small",18
"3555",2014,420,50,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",7
"3556",2012,315,100,"Diesel","Individual","Manual","First Owner",20.5365,1370.55,86.0705,5,152.75,2680,"Toyota","Small",9
"3557",2018,750,40,"Diesel","Individual","Manual","First Owner",25.1,1248,88.5,5,200,1750,"Maruti","Small",3
"3558",2020,450,10,"Petrol","Individual","Manual","First Owner",19.02,1198,67.05,5,104,4000,"Datsun","Small",1
"3559",2008,175,60,"Diesel","Individual","Manual","Second Owner",17.8,1248,75,5,190,2000,"Maruti","Small",13
"3560",2019,650,10,"Petrol","Individual","Manual","First Owner",17.19,1197,81.86,5,114,4000,"Hyundai","Small",2
"3561",2018,1050,10,"Diesel","Individual","Manual","First Owner",25.47,1248,88.5,7,200,1750,"Maruti","Medium",3
"3562",2011,375,35,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",10
"3563",2014,1100,80,"Diesel","Individual","Manual","First Owner",14.74,2199,194.3,7,420,2500,"Hyundai","Medium",7
"3564",2019,1550,28,"Diesel","Individual","Manual","First Owner",15.1,2179,152.87,7,360,2800,"Mahindra","Medium",2
"3565",2017,620,35,"Diesel","Individual","Manual","First Owner",24.29,1498,99,5,215,3000,"Ford","Small",4
"3566",2017,1511,32,"Diesel","Individual","Manual","First Owner",16.3,1956,170,5,350,2500,"Jeep","Small",4
"3567",2003,135,40,"Petrol","Individual","Manual","First Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",18
"3568",2011,375,35,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",10
"3569",2019,320,10,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",2
"3570",2019,1650,25,"Diesel","Individual","Automatic","Second Owner",15.1,2179,152.87,7,360,2800,"Mahindra","Medium",2
"3571",2016,320,50,"Petrol","Individual","Manual","First Owner",23.95,998,67.05,5,90,3500,"Maruti","Small",5
"3572",2012,400,129,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,190,2000,"Maruti","Small",9
"3573",2015,900,100,"Diesel","Individual","Automatic","Second Owner",16,2179,140,7,330,2800,"Mahindra","Medium",6
"3574",2018,310,30,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,69,3500,"Maruti","Small",3
"3575",2018,595,28,"Petrol","Individual","Manual","Second Owner",17,1198,108.5,5,170,4000,"Tata","Small",3
"3576",2017,800,60,"Diesel","Individual","Manual","First Owner",23.65,1248,88.5,5,200,1750,"Maruti","Small",4
"3577",2013,350,70,"Petrol","Individual","Manual","First Owner",13.87,1598,86,5,128,3100,"Mahindra","Small",8
"3578",2013,275,110,"Diesel","Individual","Manual","First Owner",19.1,1405,70,5,135,2500,"Tata","Small",8
"3579",2019,420,10,"Petrol","Individual","Manual","First Owner",15.37,1196,73,5,101,3000,"Maruti","Small",2
"3580",2008,250,110,"Diesel","Individual","Manual","Second Owner",18.1,1493,110,5,24,2750,"Hyundai","Small",13
